strategy_id,strategy_name,category,signal,structure,side,multi_leg,strike,dte,entry_window,exit_type,fill_mode,signals,filled,fill_rate,win_rate,profit_factor,exp_pnl_per_signal,total_pnl,survives,fail_reasons,data_mode,variant_id
S219,Profit take plus 50pct,risk_overlay,gap_down,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,5,0.2,0.4,0.050698369598990566,-3.0222395567009177,-75.55598891752294,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S219|ATM|7DTE|0930-1000|EOD|cancel
S185,ORB breakout call 15m,intraday,orb_breakout,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,11,0.4074074074074074,0.45454545454545453,0.3336039839010114,-3.115459680278937,-84.11741136753133,False,"exp_pnl<=0,sample<50,not_both_periods,pf<1.2",synthetic,S185|ATM|7DTE|0930-1000|EOD|cancel
S197,Bid-ask imbalance open,intraday,open_imbalance,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,7,0.4375,0.2857142857142857,0.1872356181208045,-3.220988986367228,-51.535823781875635,False,"exp_pnl<=0,sample<50,not_both_periods,pf<1.2",synthetic,S197|ATM|7DTE|0930-1000|EOD|cancel
S035,Short weekly put theta,directional_short,uptrend,short_put,short,False,ATM,7,0930-1000,EOD,cancel,80,12,0.24,0.3333333333333333,0.5773541205571867,-3.272750773073701,-163.63753865368508,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S035|ATM|7DTE|0930-1000|EOD|cancel
S180,Signal IV rank filter,equity_signal,gap_down,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,4,0.16,0.25,0.18401374597359182,-3.4495832945614326,-86.2395823640358,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S180|ATM|7DTE|0930-1000|EOD|cancel
S009,Long call vol spike uptrend,directional_long,volume_spike,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,6,0.25,0.16666666666666666,0.17659143087548634,-3.513610778121277,-84.32665867491063,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S009|ATM|7DTE|0930-1000|EOD|cancel
S034,Short call downtrend,directional_short,downtrend,short_call,short,False,ATM,7,0930-1000,EOD,cancel,80,14,0.25,0.2857142857142857,0.41567932798505586,-3.7023953074423193,-207.33413721676988,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S034|ATM|7DTE|0930-1000|EOD|cancel
S218,Stop underlying minus 1pct,risk_overlay,gap_down,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,5,0.23809523809523808,0.2,0.14374312107725024,-4.023572246976266,-84.49501718650157,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S218|ATM|7DTE|0930-1000|EOD|cancel
S183,GapDown VolumeSpike confirm,equity_signal,gap_down_vol,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,7,0.3333333333333333,0.14285714285714285,0.11689761416963242,-5.501045239483608,-115.52195002915575,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S183|ATM|7DTE|0930-1000|EOD|cancel
S033,Short put uptrend,directional_short,uptrend,short_put,short,False,ATM,7,0930-1000,EOD,cancel,80,23,0.4107142857142857,0.43478260869565216,0.6464827833504991,-5.748330725043322,-321.9065206024261,False,"exp_pnl<=0,sample<50,not_both_periods,pf<1.2",synthetic,S033|ATM|7DTE|0930-1000|EOD|cancel
S206,Dealer delta hedge proxy,flow_sentiment,dealer_flow,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,8,0.32,0.125,0.08106791654185608,-6.001246764433802,-150.03116911084504,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S206|ATM|7DTE|0930-1000|EOD|cancel
S137,Charm decay into expiry,volatility_greeks,neutral,short_put,short,False,ATM,7,0930-1000,EOD,cancel,80,14,0.2916666666666667,0.5,0.3460770002187783,-6.968352503996577,-334.4809201918357,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S137|ATM|7DTE|0930-1000|EOD|cancel
S022,Covered short call,directional_short,resistance_retest,short_call,short,False,ATM,7,0930-1000,EOD,cancel,80,15,0.26785714285714285,0.3333333333333333,0.40438592316847816,-7.703105928125876,-431.3739319750491,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S022|ATM|7DTE|0930-1000|EOD|cancel
S194,Lunch lull vol sell,intraday,lunch_lull,short_put,short,False,ATM,7,0930-1000,EOD,cancel,80,18,0.3333333333333333,0.2222222222222222,0.16903246353102797,-8.303794306517196,-448.4048925519286,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S194|ATM|7DTE|0930-1000|EOD|cancel
S021,Cash secured short put,directional_short,support_retest,short_put,short,False,ATM,7,0930-1000,EOD,cancel,80,12,0.23076923076923078,0.25,0.23477186388553528,-9.492689283636635,-493.61984274910503,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S021|ATM|7DTE|0930-1000|EOD|cancel
S032,Short premium term inverted,directional_short,term_inverted,short_put,short,False,ATM,7,0930-1000,EOD,cancel,80,16,0.3137254901960784,0.375,0.38642934296333775,-10.317955756450617,-526.2157435789815,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S032|ATM|7DTE|0930-1000|EOD|cancel
S037,Short put support,directional_short,support_retest,short_put,short,False,ATM,7,0930-1000,EOD,cancel,80,20,0.37037037037037035,0.3,0.3249885582435373,-10.366747005172725,-559.8043382793271,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S037|ATM|7DTE|0930-1000|EOD|cancel
S144,IV>RV short vol,volatility_greeks,iv_vs_hv_high,short_put,short,False,ATM,7,0930-1000,EOD,cancel,80,18,0.32727272727272727,0.5555555555555556,0.3811337791385956,-10.844486625847882,-596.4467644216336,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S144|ATM|7DTE|0930-1000|EOD|cancel
S156,OPEX vol crush Monday,event_seasonality,opex_pin,short_put,short,False,ATM,7,0930-1000,EOD,cancel,80,17,0.29310344827586204,0.23529411764705882,0.1484517094381871,-13.519465326924276,-784.1289889616082,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S156|ATM|7DTE|0930-1000|EOD|cancel
